event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
PSE41859,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,,,0,80,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Al Maghazi,31.4214,34.3865,2,Quds News Network; Twitter,New media-National,"On 1 December 2023, Israeli warplanes carried out airstrikes north of Al Maghazi (Deir El Balah, Gaza Strip). Casualties unknown.",0,,1701732586
PSE41860,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),,7,78,Civilian targeting,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Lahiya - Al Mashroo,31.5433,34.4998,1,Quds News Network; Twitter,New media-National,"On 1 December 2023, Israeli warplanes struck a residential area in Beit Lahiya - Al Mashroo (North Gaza, Gaza Strip). Casualties unknown.",0,,1701732586
PSE41861,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Hamas Movement,,3,Military Forces of Israel (2022-),,8,38,,275,Middle East,Palestine,Gaza Strip,Deir El Balah,,Deir al Balah,31.4178,34.3503,2,Palestine Information Center,Other,"On 1 December 2023, Hamas militants attacked Israeli troops stationed north of Deir El Balah (Deir al Balah, Gaza Strip) with 3 Zawari drones. Casualties unknown.",0,,1701732586
PSE41863,1-Dec-23,2023,1,Political violence,Explosions/Remote violence,Air/drone strike,Military Forces of Israel (2022-),,8,Civilians (Palestine),,7,78,Civilian targeting,275,Middle East,Palestine,Gaza Strip,Rafah,,As Salam,31.2678,34.2567,1,Al Ghad (Jordan),Regional,"On 1 December 2023, Israeli warplanes struck a house in As Salam (Rafah, Gaza Strip), killing a women and injuring a number of Palestinians.",1,,1701732586
PSE41892,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Hamas Movement,,3,Military Forces of Israel (2022-),,8,38,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Mukhayyam ash Shati,31.5349,34.4466,2,Newpress; Quds News Network; Twitter,New media-National,"On 1 December 2023, a heavy exchange of fire erupted between Hamas militants and Israeli troops in Al Tuam area and northwest of Gaza City (coded to Gaza - Mukhayyam ash Shati) (Gaza City, Gaza Strip). Casualties unknown.",0,,1701732587
PSE41893,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Hamas Movement,PIJ: Palestinian Islamic Jihad,3,Military Forces of Israel (2022-),,8,38,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Nasr,31.534,34.4574,1,Newpress; Palestine Information Center; Quds News Network; Twitter,Other-New media,"On 1 December 2023, a heavy exchange of fire erupted between Hamas and PIJ militants and Israeli troops in Gaza - Nasr (Gaza City, Gaza Strip). Casualties unknown.",0,,1701732587
PSE41894,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Hamas Movement,,3,Military Forces of Israel (2022-),,8,38,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Sheikh Radwan,31.5349,34.4667,2,Newpress; Quds News Network; Twitter,New media-National,"On 1 December 2023, Hamas militants struck an Israeli troop carrier by an anti-tank shells (Tandem) north of Gaza City (coded to Gaza - Sheikh Radwan) (Gaza City, Gaza Strip) and targeted the soldiers with firearms and mortar shells. Casualties unknown.",0,,1701732587
PSE41896,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Hamas Movement,,3,Military Forces of Israel (2022-),,8,38,,275,Middle East,Palestine,Gaza Strip,North Gaza,,Beit Hanoun,31.5405,34.5402,1,Newpress; Quds News Network; Twitter,New media-National,"On 1 December 2023, Hamas militants targeted Israeli troops fortifying inside a building by 4 TBG shells in Beit Hanoun (North Gaza, Gaza Strip). Meanwhile, armed clashes erupted in the area. The IDF declared that 9 soldiers were injured in north Gaza Strip.",0,,1701732587
PSE41897,1-Dec-23,2023,1,Political violence,Battles,Armed clash,Hamas Movement,,3,Military Forces of Israel (2022-),,8,38,,275,Middle East,Palestine,Gaza Strip,Gaza City,,Gaza - Tal el Hawa,31.5041,34.435,2,Newpress; Quds News Network; Twitter,New media-National,"On 1 December 2023, a heavy exchange of fire erupted between Hamas militants and Israeli troops in west of Gaza City and Gaza - Tal el Hawa (Gaza City, Gaza Strip). Casualties unknown.",0,,1701732587
PSE41927,1-Dec-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,8,Civilians (Palestine),,7,78,,275,Middle East,Palestine,West Bank,Bethlehem,,Nahhalin,31.6856,35.1208,1,Quds News Network,National,"Looting: On 1 December 2023, Israeli forces seized 3 civilian cars during a raid in Nahhalin town (Bethlehem, West Bank).",0,,1701732587
PSE41930,1-Dec-23,2023,1,Strategic developments,Strategic developments,Looting/property destruction,Military Forces of Israel (2022-),,8,Civilians (Palestine),,7,78,,275,Middle East,Palestine,West Bank,Al Quds,,Jaba,31.8601,35.2602,1,PLO Negotiations Affairs Department,Other,"Looting: On 1 December 2023, Israeli forces seized cash and jewelry from a Palestinian house during a raid in Jaba village (Al Quds, West Bank).",0,,1701732587
PSE41938,1-Dec-23,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),,7,78,Civilian targeting,275,Middle East,Palestine,West Bank,Hebron,,Dura,31.5078,35.0293,1,Palestine News and Information Agency; Quds News Network,National,"On 1 December 2023, Israeli forces beat 2 Palestinian men and seized their car in Dura town (Hebron, West Bank). The 2 men were subsequently hospitalized.",0,,1701732587
PSE41941,1-Dec-23,2023,1,Political violence,Violence against civilians,Attack,Military Forces of Israel (2022-),,8,Civilians (Palestine),Muslim Group (Palestine),7,78,Civilian targeting,275,Middle East,Palestine,West Bank,Al Quds,,Al Quds - Old City,31.7767,35.2342,1,Ma'an News Agency; Palestine News and Information Agency; Quds News Network,National,"On 1 December 2023, Israeli forces physically attacked Palestinian Muslim worshippers in the vicinity of Al Aqsa complex in Al Quds - Old City (Al Quds, West Bank). Israeli forces also fired rubber-coated bullets, skunk water, and tear gas canisters at the worshippers. There were no casualties.",0,,1701732587
PSE41967,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Ramallah and Al Bireh,,Baytunya,31.8966,35.1705,1,Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces in Baytunya town (Ramallah and Al Bireh, West Bank). Palestinian rioters threw rocks and Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters. The clashes erupted after a number of Palestinians had gathered in Baytunya to receive Palestinian prisoners released from Israeli prisons as part of the exchange of the Israeli hostages for Palestinian prisoners deal. There were no casualties.",0,crowd size=no report,1701732587
PSE41969,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),Refugees/IDPs (Palestine),5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Jericho,,Ain al Saltan,31.8794,35.4473,1,PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces in Ain al Saltan refugee camp (Jericho, West Bank). Palestinian rioters threw rocks and explosives and Israeli forces fired stun grenades, and tear gas canisters. There were no casualties.",0,crowd size=no report,1701732587
PSE41970,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Rioters (Palestine),,5,55,,275,Middle East,Palestine,West Bank,Nablus,,Jalud,32.0668,35.3166,1,Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 1 December 2023, Israeli settlers raided Jalud village (Nablus, West Bank), threw rocks at Palestinian homes and set several cars on fire. Palestinian villagers clashed with them and forced them to leave. There were no casualties.",0,crowd size=no report,1701732587
PSE41971,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Bethlehem,,Tuqu,31.6365,35.2145,1,Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Tuqu town (Bethlehem, West Bank). Palestinian rioters threw rocks and Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters. 1 Israeli soldier sustained an injury. There were no fatalities.",0,crowd size=no report,1701732587
PSE41972,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Bethlehem,,Bayt Fajjar,31.6244,35.1546,1,Quds News Network,National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Bayt Fajjar town (Bethlehem, West Bank). There were no casualties.",0,crowd size=no report,1701732587
PSE41973,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Israel),Settlers (Israel),5,Civilians (Palestine),Labor Group (Palestine),7,57,Civilian targeting,275,Middle East,Palestine,West Bank,Nablus,,As Sawiyah,32.0854,35.2578,2,Palestine News and Information Agency; PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 1 December 2023, Israeli settlers raided a Palestinian-owned restaurant near As Sawiyah town (Nablus, West Bank). The settlers threw rocks at the restaurant and broke into it, causing material damages and stealing some of its contents. There were no casualties.",0,crowd size=no report,1701732587
PSE41975,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Jenin,,Maythalun,32.348,35.2745,1,PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Maythalun town (Jenin, West Bank). Palestinian rioters threw rocks and Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters. There were no casualties.",0,crowd size=no report,1701732587
PSE41976,1-Dec-23,2023,1,Demonstrations,Riots,Violent demonstration,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Jenin,,Maythalun,32.348,35.2745,1,PLO Negotiations Affairs Department; Quds News Network,Other-National,"On 1 December 2023, Palestinian demonstrators clashed with Israeli forces during a Palestinian demonstration in Maythalun town (Jenin, West Bank) against settlement expansion and in support of Gaza against Israeli attacks. Palestinian rioters threw rocks and Israeli forces fired live and rubber bullets, stun grenades, and tear gas canisters, injuring 2 Palestinians. There were no fatalities.",0,crowd size=no report,1701732587
PSE41977,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Qalqilya,,Kafr Qaddum,32.2216,35.1447,1,Ma'an News Agency; Quds News Network,National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Kafr Qaddum town (Qalqilya, West Bank). Clashes erupted after Israeli forces were deployed in the vicinity of Amr Ibn Al Aas mosque during Friday prayers. Israeli forces fired live bullets, injuring 2 Palestinians. There were no fatalities.",0,crowd size=no report,1701732587
PSE41978,1-Dec-23,2023,1,Demonstrations,Protests,Peaceful protest,Protesters (Palestine),Hamas Movement,6,,,0,60,,275,Middle East,Palestine,West Bank,Hebron,,Hebron,31.5294,35.0938,1,Ma'an News Agency; Quds News Network,National,"On 1 December 2023, Hamas movement organized a march in Hebron city (West Bank) to support Gazans against Israeli attacks on Gaza.",0,crowd size=dozens,1701732587
PSE41979,1-Dec-23,2023,1,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Israel (2022-),,8,,,0,80,,275,Middle East,Palestine,West Bank,Al Quds,,Al Quds - Old City,31.7767,35.2342,1,Ma'an News Agency; Palestine News and Information Agency; Quds News Network,National,"Security measures: On 1 December 2023, Israeli forces restricted the entry of Palestinian worshipers to the Al Aqsa complex in Al Quds - Old City (Al Quds, West Bank) to perform Friday prayers, for the 8th consecutive week. The forces only allowed around 3500 Palestinians, mainly senior citizens, to enter the mosque.",0,,1701732587
PSE41980,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Nablus,,Aqraba,32.125,35.3455,1,Palestine News and Information Agency; Quds News Network,National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Aqraba town (Nablus, West Bank). Israeli forces raided homes and stores and seized security camera footage in response to a fire exchange on the previous night. There were no casualties.",0,crowd size=no report,1701732587
PSE41981,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Civilians (Israel),Settlers (Israel),7,57,Civilian targeting,275,Middle East,Palestine,West Bank,Nablus,,Al Lubban ash Sharqiyah,32.0701,35.2403,2,Quds News Network,National,"On 1 December 2023, Palestinian rioters threw rocks at an Israeli settler's car near Al Lubban ash Sharqiyah (Nablus, West Bank), causing material damages. There were no casualties.",0,crowd size=no report,1701732587
PSE41982,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Civilians (Israel),Settlers (Israel),7,57,Civilian targeting,275,Middle East,Palestine,West Bank,Ramallah and Al Bireh,,Turmus Ayya,32.0354,35.2856,1,Quds News Network,National,"On 1 December 2023, Palestinian rioters threw rocks at an Israeli settler's car in Turmus Ayya town (Ramallah and Al Bireh, West Bank). There were no casualties.",0,crowd size=no report,1701732587
PSE41983,1-Dec-23,2023,1,Political violence,Riots,Mob violence,Rioters (Palestine),,5,Military Forces of Israel (2022-),,8,58,,275,Middle East,Palestine,West Bank,Nablus,,Madama,32.1859,35.2311,1,Quds News Network,National,"On 1 December 2023, Palestinian rioters clashed with Israeli forces during an Israeli raid in Madama village (Nablus, West Bank). Palestinian rioters threw rocks and Israeli forces fired live and rubber bullets, stun grenades and tear gas canisters, injuring a Palestinian man. There were no fatalities.",0,crowd size=no report,1701732587
